Order_ID,Purchase_Date,Customer_Age,Customer_Segment,Region,Product_Category,Product_Price,Discount_Percent,Promotion_Type,Purchase_Channel,Payment_Method,Shipping_Method,Delivery_Time_Days,Items_In_Order,Previous_Orders,Prior_Return_Count,Product_Rating,Size_Fit_Issue_Level,Product_Page_Views,Customer_Support_Contact,Return_Window_Days,Returned
ORD-10064,12/05/2026,31,VIP Customer,British Columbia,Electronics,719.4,10,Free Shipping,Mobile App,Credit Card,Express,1,2,20,0,3.9,Low,5,No,14,No
ORD-10140,18/03/2026,28,Returning Customer,Ontario,Electronics,824.19,20,Percentage Discount,Mobile App,Credit Card,Express,3,2,3,0,4.9,Medium,4,No,45,No
ORD-10018,19/01/2026,28,New Customer,Alberta,Electronics,444.35,40,Percentage Discount,Marketplace,Debit Card,Express,2,1,2,0,4.1,Low,3,Yes,30,No
ORD-10427,19/01/2026,57,Returning Customer,Alberta,Electronics,592.25,25,Percentage Discount,Mobile App,Credit Card,Express,1,5,9,0,4.2,Medium,4,No,60,Yes
ORD-10344,13/02/2026,67,VIP Customer,Atlantic Canada,Footwear,156.45,0,No Promotion,Social Commerce,PayPal,Express,3,1,8,0,4.3,Low,3,No,14,No
ORD-10013,10/01/2026,37,New Customer,British Columbia,Apparel,153.93,5,Free Shipping,Website,Debit Card,Standard,7,1,1,0,3.1,Medium,10,No,60,Yes
ORD-10155,12/03/2026,36,Discount Shopper,Alberta,Apparel,143.71,30,Percentage Discount,Mobile App,Credit Card,Express,1,3,0,4,3.5,Medium,1,Yes,45,No
ORD-10145,14/04/2026,27,Returning Customer,Quebec,Beauty,44.25,10,Percentage Discount,Website,Credit Card,Express,3,1,7,0,5,High,1,No,45,No
ORD-10347,01/01/2026,27,Returning Customer,Ontario,Beauty,367.96,25,Percentage Discount,Website,Credit Card,Standard,4,3,10,0,3.1,Medium,6,No,45,No
ORD-10022,28/03/2026,32,Discount Shopper,Alberta,Footwear,84.35,25,Percentage Discount,Mobile App,Credit Card,Standard,6,5,2,5,3.9,High,5,No,30,Yes
ORD-10384,11/02/2026,21,Returning Customer,,Apparel,176.66,40,Percentage Discount,Website,Credit Card,Standard,3,2,14,0,4.2,Medium,5,No,45,Yes
ORD-10416,26/02/2026,34,VIP Customer,British Columbia,Home & Kitchen,121.45,5,Free Shipping,Marketplace,Debit Card,Standard,7,1,9,1,4.8,Medium,7,No,60,No
ORD-10257,01/05/2026,44,Returning Customer,Prairies,Apparel,82.21,25,Percentage Discount,Marketplace,Debit Card,Standard,7,1,5,2,2.9,Low,5,No,60,No
ORD-10053,28/01/2026,47,VIP Customer,Ontario,Footwear,190.57,0,No Promotion,Website,Debit Card,Express,1,2,19,0,4.3,High,1,Yes,30,Yes
ORD-10270,27/05/2026,29,Returning Customer,Prairies,Electronics,339.95,10,Percentage Discount,Website,Credit Card,Express,3,2,16,1,3.7,High,1,No,14,No
ORD-10415,15/05/2026,23,Discount Shopper,British Columbia,Apparel,205.3,15,Percentage Discount,Website,Credit Card,Standard,4,3,12,2,4.9,Medium,8,Yes,60,No
ORD-10019,24/04/2026,37,Discount Shopper,Alberta,Home & Kitchen,319.89,10,Percentage Discount,Mobile App,Credit Card,Express,2,3,7,3,5,Low,1,No,60,No
ORD-10007,26/02/2026,36,New Customer,Atlantic Canada,Footwear,103.14,0,No Promotion,Mobile App,Credit Card,Standard,7,2,1,1,4.3,Medium,6,No,60,Yes
ORD-10128,02/02/2026,49,New Customer,Atlantic Canada,Apparel,104.28,0,No Promotion,Mobile App,Buy Now Pay Later,Standard,4,1,1,1,5,Low,3,No,45,No
ORD-10356,30/05/2026,43,Returning Customer,Ontario,Apparel,112.2,10,Free Shipping,Social Commerce,PayPal,Standard,3,1,14,0,4.9,Medium,1,No,60,No
ORD-10402,01/02/2026,54,New Customer,Alberta,Accessories,57.04,25,Percentage Discount,Website,Buy Now Pay Later,Express,2,4,0,0,5,High,4,No,60,Yes
ORD-10212,01/02/2026,30,New Customer,Alberta,Beauty,253.35,10,Free Shipping,Mobile App,Credit Card,Standard,6,2,1,0,4.4,Low,2,Yes,14,No
ORD-10170,27/02/2026,29,VIP Customer,Ontario,Home & Kitchen,227.59,15,Bundle Offer,Mobile App,Buy Now Pay Later,Same-Day,0,4,23,3,2.8,Low,1,No,45,No
ORD-10192,18/03/2026,43,New Customer,Alberta,Footwear,417.8,0,Free Shipping,Marketplace,Credit Card,Standard,5,2,0,1,3.9,High,4,No,30,Yes
ORD-10083,01/05/2026,27,Returning Customer,British Columbia,Apparel,182.13,0,No Promotion,Mobile App,Credit Card,Standard,4,3,0,0,2.8,Medium,1,No,30,No
ORD-10405,24/03/2026,50,New Customer,Atlantic Canada,Accessories,36.99,15,Bundle Offer,Mobile App,Credit Card,Express,2,2,0,0,5,Medium,5,No,14,No
ORD-10118,18/04/2026,35,Returning Customer,Atlantic Canada,Home & Kitchen,64.36,0,No Promotion,Mobile App,PayPal,Standard,3,3,19,1,3,Low,10,Yes,60,Yes
ORD-10203,31/03/2026,37,Returning Customer,Atlantic Canada,Footwear,46.8,25,Percentage Discount,Website,Debit Card,Standard,5,1,3,1,3.9,Low,2,No,45,Yes
ORD-10349,02/05/2026,20,VIP Customer,Alberta,Apparel,46.06,40,Percentage Discount,Website,Credit Card,Express,3,2,28,3,3.7,High,3,No,30,No
ORD-10081,04/01/2026,60,New Customer,Ontario,Footwear,246.32,10,Percentage Discount,Marketplace,Credit Card,Express,3,5,2,1,4.2,High,2,No,30,No
ORD-10102,06/02/2026,44,Returning Customer,Alberta,Accessories,93.7,10,Bundle Offer,Mobile App,Credit Card,Express,2,2,10,0,4.7,Low,1,No,60,No
ORD-10372,06/01/2026,46,Returning Customer,British Columbia,Apparel,31.11,15,Percentage Discount,Website,PayPal,Same-Day,1,2,7,0,2.7,High,7,Yes,14,Yes
ORD-10186,21/01/2026,54,Returning Customer,British Columbia,Home & Kitchen,145.39,0,No Promotion,Mobile App,Credit Card,Same-Day,1,1,7,3,3.6,Low,5,No,60,No
ORD-10108,27/05/2026,36,VIP Customer,Quebec,Electronics,549.9,5,Free Shipping,Mobile App,Credit Card,Same-Day,0,1,27,1,3.1,Low,4,Yes,45,No
ORD-10266,06/05/2026,33,Discount Shopper,British Columbia,Home & Kitchen,325.92,10,Free Shipping,Website,PayPal,Express,3,1,10,2,4.8,Low,4,No,60,Yes
ORD-10026,03/01/2026,18,Discount Shopper,Ontario,Home & Kitchen,247.08,0,No Promotion,Mobile App,Credit Card,Standard,4,3,11,1,4.6,Medium,1,No,45,No
ORD-10336,04/02/2026,35,Returning Customer,Ontario,Apparel,206.18,25,Percentage Discount,Website,PayPal,Standard,5,1,16,0,2.9,Medium,9,No,14,No
ORD-10033,19/05/2026,41,Returning Customer,Quebec,Accessories,53.23,0,No Promotion,Mobile App,Credit Card,Standard,5,5,10,0,3.2,Low,12,No,45,No
ORD-10284,30/01/2026,38,Discount Shopper,British Columbia,Footwear,143.83,15,Percentage Discount,Marketplace,Debit Card,Same-Day,1,1,3,4,4,Low,6,No,30,No
ORD-10181,07/05/2026,32,VIP Customer,Quebec,Apparel,65.01,0,Free Shipping,Social Commerce,PayPal,Standard,7,4,17,1,3.7,High,4,No,14,No
ORD-10171,11/02/2026,47,Returning Customer,Atlantic Canada,Home & Kitchen,110.46,30,Percentage Discount,Marketplace,Credit Card,Standard,4,3,3,1,4.4,Medium,4,No,60,No
ORD-10047,16/05/2026,37,Discount Shopper,Ontario,Beauty,210.55,5,Free Shipping,Mobile App,Credit Card,Standard,5,2,15,4,4.5,Low,5,No,30,No
ORD-10195,10/04/2026,33,New Customer,Atlantic Canada,Apparel,83.5,0,No Promotion,Website,Buy Now Pay Later,Express,1,1,1,1,,High,5,No,45,No
ORD-10362,28/02/2026,29,New Customer,Quebec,Home & Kitchen,387.21,0,No Promotion,Website,Credit Card,Standard,6,3,1,1,3.5,Medium,2,No,45,No
ORD-10011,03/01/2026,23,New Customer,Ontario,Apparel,39.05,0,No Promotion,Mobile App,Buy Now Pay Later,Express,2,3,2,0,3.8,Low,2,Yes,60,No
ORD-10277,11/02/2026,25,Returning Customer,Quebec,Footwear,299.65,10,Free Shipping,Social Commerce,Credit Card,Express,1,1,13,3,3,Medium,9,No,45,No
ORD-10310,01/01/2026,43,New Customer,Atlantic Canada,Home & Kitchen,220.94,0,No Promotion,Mobile App,Buy Now Pay Later,Standard,5,4,1,1,2.6,Low,7,Yes,45,Yes
ORD-10067,17/02/2026,29,Returning Customer,Prairies,Apparel,139.99,0,No Promotion,Marketplace,Credit Card,Standard,3,2,1,0,3.4,Medium,4,No,30,Yes
ORD-10169,22/02/2026,25,Returning Customer,Atlantic Canada,Electronics,188.09,0,Free Shipping,Mobile App,PayPal,Express,3,1,16,0,4.1,Low,8,No,14,Yes
ORD-10313,27/04/2026,36,Returning Customer,Atlantic Canada,Home & Kitchen,,10,Free Shipping,Mobile App,Credit Card,Standard,4,1,7,3,5,Low,4,No,14,No
ORD-10315,02/03/2026,44,Returning Customer,British Columbia,Accessories,14.18,0,No Promotion,Website,Credit Card,Standard,4,2,18,1,,Medium,6,Yes,14,No
ORD-10057,11/04/2026,46,Returning Customer,British Columbia,Home & Kitchen,39.05,40,Percentage Discount,Mobile App,PayPal,Same-Day,1,3,10,1,3.6,Low,8,No,30,No
ORD-10321,22/04/2026,43,New Customer,Prairies,Apparel,58.62,15,Bundle Offer,Website,Credit Card,Standard,5,5,0,0,3.7,Low,6,Yes,60,No
ORD-10106,26/02/2026,36,Returning Customer,Atlantic Canada,Apparel,150.84,15,Bundle Offer,Mobile App,Credit Card,Express,3,5,11,0,4,Medium,6,No,60,Yes
ORD-10275,02/03/2026,25,Returning Customer,Quebec,Footwear,66.5,10,Free Shipping,Marketplace,Credit Card,Standard,3,4,4,4,3.5,Medium,5,Yes,30,No
ORD-10086,06/01/2026,48,VIP Customer,Alberta,Home & Kitchen,386.68,5,Free Shipping,Marketplace,Credit Card,Same-Day,0,2,19,0,4.6,Low,4,Yes,30,No
ORD-10294,11/02/2026,41,Returning Customer,Quebec,Apparel,67.7,40,Percentage Discount,Mobile App,Credit Card,Standard,5,1,13,0,3.3,High,7,No,60,No
ORD-10114,19/01/2026,51,Returning Customer,British Columbia,Electronics,732.88,10,Free Shipping,Website,PayPal,Express,3,4,10,3,4.2,Low,1,No,14,Yes
ORD-10400,26/02/2026,35,Returning Customer,Atlantic Canada,Apparel,24.4,10,Bundle Offer,Mobile App,Credit Card,Express,3,1,10,0,2.6,High,1,No,30,No
ORD-10230,17/03/2026,60,Returning Customer,British Columbia,Apparel,120.27,10,Free Shipping,Mobile App,Debit Card,Standard,5,3,13,0,3.1,Medium,1,No,14,No
ORD-10158,06/03/2026,41,New Customer,British Columbia,Apparel,202.55,40,Percentage Discount,Marketplace,PayPal,Standard,6,2,1,0,3,High,7,Yes,60,Yes
ORD-10024,25/05/2026,39,Returning Customer,Prairies,Accessories,96.8,20,Percentage Discount,Website,PayPal,Standard,7,2,4,2,3.7,Low,5,No,30,Yes
ORD-10326,30/04/2026,21,VIP Customer,British Columbia,Accessories,159.53,0,No Promotion,Mobile App,Credit Card,Same-Day,0,5,11,3,4.1,Medium,5,No,30,No
ORD-10174,20/05/2026,26,Returning Customer,Prairies,Apparel,132.2,0,No Promotion,Marketplace,PayPal,Standard,7,1,7,2,2.9,Medium,4,Yes,14,Yes
ORD-10435,14/05/2026,39,VIP Customer,British Columbia,Beauty,280.76,30,Percentage Discount,Marketplace,Buy Now Pay Later,Express,1,4,19,2,3.7,Low,1,No,60,Yes
ORD-10373,03/01/2026,43,New Customer,Ontario,Apparel,176.07,20,Bundle Offer,Social Commerce,PayPal,Standard,7,2,0,0,3.6,Low,6,No,60,Yes
ORD-10446,29/03/2026,43,VIP Customer,Prairies,Beauty,325.91,10,Free Shipping,Mobile App,Credit Card,Express,2,1,17,0,4.7,Low,1,No,30,No
ORD-10404,09/01/2026,42,New Customer,Alberta,Accessories,40.87,10,Free Shipping,Website,Credit Card,Express,3,2,1,0,4.5,Low,2,No,30,No
ORD-10028,02/02/2026,40,VIP Customer,Prairies,Apparel,225.13,15,Bundle Offer,Website,Credit Card,Express,2,6,27,0,3.9,Low,3,No,14,No
ORD-10395,18/02/2026,23,Discount Shopper,Prairies,Apparel,22.76,25,Percentage Discount,Social Commerce,Credit Card,Standard,4,5,13,0,3.6,Medium,1,No,60,Yes
ORD-10205,28/01/2026,32,Returning Customer,Quebec,Apparel,131.57,5,Free Shipping,Marketplace,PayPal,Standard,6,1,2,0,5,Low,2,Yes,14,No
ORD-10425,31/03/2026,46,Returning Customer,Ontario,Electronics,106.24,40,Percentage Discount,Website,Credit Card,Standard,6,4,12,0,3.9,Low,7,Yes,60,No
ORD-10227,08/04/2026,28,Discount Shopper,Atlantic Canada,Accessories,70.63,10,Bundle Offer,Mobile App,Credit Card,Same-Day,0,4,19,2,4.3,Medium,3,No,45,No
ORD-10442,23/04/2026,41,New Customer,Atlantic Canada,Apparel,100.8,10,Free Shipping,Website,PayPal,Express,3,1,0,0,4.5,Low,1,No,14,No
ORD-10409,16/04/2026,36,VIP Customer,Prairies,Beauty,62.54,0,No Promotion,Marketplace,Buy Now Pay Later,Standard,4,5,30,1,3.7,Low,4,No,30,No
ORD-10163,30/05/2026,44,Discount Shopper,British Columbia,Beauty,119.27,10,Percentage Discount,Marketplace,Credit Card,Standard,6,2,9,3,4.5,Low,3,No,45,No
ORD-10346,03/04/2026,45,New Customer,Atlantic Canada,Beauty,336.3,0,No Promotion,Website,PayPal,Express,2,2,2,1,3.9,Low,3,No,60,No
ORD-10134,08/03/2026,55,New Customer,Ontario,Home & Kitchen,290.37,10,Bundle Offer,Website,Debit Card,Standard,3,1,1,0,5,Low,4,Yes,60,No
ORD-10166,26/05/2026,57,Returning Customer,Prairies,Home & Kitchen,400.52,0,No Promotion,Website,Debit Card,Standard,4,2,5,0,3.4,Low,5,No,45,No
ORD-10396,22/04/2026,50,Returning Customer,British Columbia,Accessories,78.4,0,No Promotion,Website,Debit Card,Express,1,2,1,0,4.7,Low,6,No,60,No
ORD-10288,29/04/2026,47,Returning Customer,Quebec,Home & Kitchen,98.35,5,Free Shipping,Marketplace,Credit Card,Standard,6,4,11,0,4.1,Low,2,No,45,No
ORD-10032,06/05/2026,50,New Customer,Alberta,Home & Kitchen,147.57,20,Percentage Discount,Mobile App,Credit Card,Standard,4,1,0,0,3.7,Low,2,Yes,60,No
ORD-10210,22/03/2026,47,Returning Customer,Alberta,Apparel,176.41,0,No Promotion,Mobile App,PayPal,Standard,5,6,8,1,3.8,High,1,No,60,No
ORD-10401,03/04/2026,22,Returning Customer,British Columbia,Electronics,799.93,10,Free Shipping,Website,PayPal,Express,3,1,19,0,4.4,Medium,6,No,14,No
ORD-10111,20/03/2026,44,Discount Shopper,Alberta,Footwear,201.52,5,Free Shipping,Marketplace,Credit Card,Standard,3,1,6,1,3.7,Low,1,No,45,No
ORD-10260,05/02/2026,27,Returning Customer,Quebec,Apparel,67.99,15,Percentage Discount,Mobile App,Credit Card,Standard,6,3,0,0,4.3,Low,6,No,14,No
ORD-10138,08/01/2026,18,New Customer,British Columbia,Footwear,204.62,5,Free Shipping,Mobile App,Credit Card,Same-Day,1,3,1,1,3.3,Low,9,Yes,45,Yes
ORD-10149,03/05/2026,49,Returning Customer,Ontario,Footwear,150.12,0,No Promotion,Mobile App,Credit Card,Standard,5,4,14,2,3.9,Low,2,Yes,30,No
ORD-10015,31/03/2026,56,Returning Customer,Quebec,Footwear,363.15,0,No Promotion,Mobile App,PayPal,Express,2,1,15,1,3.3,Medium,3,No,14,No
ORD-10121,26/04/2026,18,New Customer,Prairies,Beauty,251.47,,Percentage Discount,Social Commerce,Buy Now Pay Later,Express,2,1,1,1,4.4,Medium,7,Yes,45,Yes
ORD-10352,14/01/2026,39,New Customer,Prairies,Beauty,146.7,5,Bundle Offer,Website,Credit Card,Express,3,1,0,1,4.6,Medium,8,Yes,45,No
ORD-10211,17/03/2026,47,Discount Shopper,Prairies,Electronics,427.74,0,Free Shipping,Mobile App,PayPal,Standard,4,4,8,3,2.7,Medium,7,No,45,Yes
ORD-10308,06/02/2026,31,Returning Customer,Ontario,Apparel,28.01,40,Percentage Discount,Website,Credit Card,Standard,7,1,14,2,3.7,Medium,3,No,30,Yes
ORD-10445,15/04/2026,60,Discount Shopper,Atlantic Canada,Footwear,160.46,0,No Promotion,Website,Buy Now Pay Later,Standard,7,2,1,0,3.6,High,9,No,14,Yes
ORD-10248,28/05/2026,22,New Customer,British Columbia,Apparel,225.1,,Percentage Discount,Mobile App,Credit Card,Standard,6,3,1,1,5,Medium,3,No,45,No
ORD-10397,30/01/2026,52,Returning Customer,Ontario,Beauty,59.73,0,No Promotion,Social Commerce,PayPal,Same-Day,1,3,3,0,3.4,Low,1,No,14,No
ORD-10066,08/01/2026,34,Returning Customer,Ontario,Apparel,56.66,25,Percentage Discount,Marketplace,Credit Card,Standard,5,2,14,4,4.3,Low,3,Yes,14,No
ORD-10361,14/04/2026,35,Discount Shopper,British Columbia,Home & Kitchen,365.89,0,No Promotion,Mobile App,PayPal,Express,3,2,0,1,4.3,Medium,1,No,45,No
ORD-10204,18/05/2026,52,Discount Shopper,Quebec,Beauty,168.28,0,No Promotion,Mobile App,Credit Card,Standard,5,3,9,0,3.4,Low,9,No,14,No
ORD-10357,04/04/2026,33,VIP Customer,Prairies,Home & Kitchen,90.63,0,No Promotion,Mobile App,Buy Now Pay Later,Express,2,2,33,1,3.7,Low,5,Yes,14,No
ORD-10178,14/04/2026,46,New Customer,Ontario,Home & Kitchen,178.57,0,No Promotion,Website,Buy Now Pay Later,Standard,7,3,1,0,3.6,Low,5,Yes,45,No
ORD-10059,25/04/2026,55,Discount Shopper,Atlantic Canada,Apparel,181.39,0,Free Shipping,Website,Credit Card,Express,1,2,10,2,3.8,Medium,3,No,45,No
ORD-10339,04/03/2026,31,Returning Customer,Alberta,Beauty,95.37,0,No Promotion,Website,Credit Card,Standard,7,3,10,1,4,Medium,6,No,30,No
ORD-10164,06/04/2026,24,Discount Shopper,Prairies,Apparel,181.18,25,Percentage Discount,Website,Credit Card,Standard,6,2,8,1,4.4,High,4,Yes,45,No
ORD-10238,21/02/2026,31,VIP Customer,Alberta,Home & Kitchen,346.83,0,No Promotion,Marketplace,Buy Now Pay Later,Standard,3,2,16,0,4.8,Low,6,No,45,No
ORD-10091,22/05/2026,27,Returning Customer,British Columbia,Accessories,49.23,0,No Promotion,Mobile App,PayPal,Standard,4,2,13,0,4,Low,10,No,45,Yes
ORD-10060,11/02/2026,70,New Customer,Quebec,Apparel,80.61,20,Bundle Offer,Social Commerce,Credit Card,Express,1,2,1,0,3.7,Medium,9,Yes,45,Yes
ORD-10218,16/04/2026,27,New Customer,Ontario,Electronics,102.42,0,Free Shipping,Website,PayPal,Standard,6,1,1,1,3.7,Low,7,No,30,No
ORD-10340,18/05/2026,38,Returning Customer,Quebec,Home & Kitchen,408.97,20,Bundle Offer,Website,Credit Card,Express,2,2,5,0,4.1,Medium,3,Yes,14,No
ORD-10127,24/03/2026,18,New Customer,Atlantic Canada,Accessories,131.56,25,Percentage Discount,Mobile App,Buy Now Pay Later,Same-Day,0,2,0,0,5,Low,5,No,60,No
ORD-10167,18/05/2026,31,Returning Customer,Quebec,Electronics,603.28,0,No Promotion,Mobile App,PayPal,Standard,7,1,4,0,4.1,Low,1,Yes,14,Yes
ORD-10229,05/04/2026,36,Returning Customer,Alberta,Footwear,198.92,20,Percentage Discount,Social Commerce,Debit Card,Express,2,1,7,1,3.3,Medium,7,Yes,45,No
ORD-10215,21/05/2026,33,New Customer,Atlantic Canada,Apparel,213.44,0,No Promotion,Website,PayPal,Standard,3,1,1,0,,High,2,Yes,14,No
ORD-10148,11/01/2026,18,Returning Customer,Ontario,Apparel,44.97,30,Percentage Discount,Website,Credit Card,Same-Day,0,3,9,1,2.3,Low,7,No,30,No
ORD-10392,23/03/2026,40,Returning Customer,Alberta,Electronics,385.65,5,Free Shipping,Website,Credit Card,Standard,6,1,10,0,4.5,Low,6,No,14,No
ORD-10387,26/03/2026,51,Returning Customer,Atlantic Canada,Home & Kitchen,37.32,5,Bundle Offer,Website,Credit Card,Standard,7,5,7,2,4,Low,2,No,30,No
ORD-10058,09/02/2026,27,Returning Customer,British Columbia,Apparel,164.57,10,Free Shipping,Website,PayPal,Standard,5,1,0,0,3.3,High,2,No,30,No
ORD-10113,05/02/2026,49,VIP Customer,Quebec,Apparel,148.95,10,Bundle Offer,Marketplace,Credit Card,Standard,3,2,12,2,4.5,Low,8,No,14,No
ORD-10050,08/01/2026,36,VIP Customer,Atlantic Canada,Electronics,718.68,15,Bundle Offer,Mobile App,Debit Card,Express,2,1,22,3,4.6,Low,2,No,30,No
ORD-10152,08/05/2026,23,Discount Shopper,Quebec,Apparel,72.11,20,Percentage Discount,Mobile App,Credit Card,Standard,6,1,9,5,4.2,High,1,No,60,Yes
ORD-10247,25/02/2026,51,New Customer,Atlantic Canada,Footwear,385.33,5,Bundle Offer,Website,Buy Now Pay Later,Express,3,2,2,0,3.5,Medium,5,No,14,No
ORD-10279,14/03/2026,24,VIP Customer,Prairies,Beauty,144.12,10,Percentage Discount,Mobile App,Credit Card,Standard,5,1,24,3,3,Low,5,No,60,No
ORD-10183,20/02/2026,21,New Customer,British Columbia,Electronics,464.05,0,No Promotion,Mobile App,Credit Card,Express,2,1,1,1,4.5,Medium,4,No,30,No
ORD-10307,21/02/2026,40,New Customer,Ontario,Apparel,163.15,0,No Promotion,Website,Credit Card,Standard,5,1,0,0,3.5,Medium,6,Yes,30,Yes
ORD-10201,25/05/2026,31,New Customer,Ontario,Footwear,249.67,10,Percentage Discount,Marketplace,Debit Card,Express,2,3,1,1,5,Medium,4,No,14,No
ORD-10323,26/04/2026,52,New Customer,Atlantic Canada,Apparel,129.93,0,No Promotion,Mobile App,Credit Card,Express,2,1,1,1,3.9,Medium,6,No,60,No
ORD-10408,18/02/2026,27,VIP Customer,Atlantic Canada,Electronics,573.64,10,Percentage Discount,Mobile App,Credit Card,Standard,3,4,27,0,4.5,Low,6,No,30,No
ORD-10251,14/05/2026,34,Discount Shopper,Ontario,Apparel,204,0,No Promotion,Website,Credit Card,Standard,6,2,17,1,3.6,High,6,No,60,No
ORD-10249,29/05/2026,57,VIP Customer,Ontario,Footwear,383.82,5,Free Shipping,Website,Debit Card,Express,1,4,28,0,3.6,Low,3,No,30,No
ORD-10343,20/03/2026,58,Returning Customer,Prairies,Electronics,786,25,Percentage Discount,Mobile App,PayPal,Standard,4,3,8,1,4,Low,2,No,60,No
ORD-10150,03/02/2026,45,Returning Customer,Ontario,Footwear,357.43,0,Free Shipping,Marketplace,Buy Now Pay Later,Standard,7,2,0,0,4.2,High,1,Yes,60,No
ORD-10119,29/04/2026,18,New Customer,Atlantic Canada,Apparel,189.3,0,Free Shipping,Marketplace,Credit Card,Standard,7,5,0,0,3.1,Low,6,No,60,No
ORD-10431,25/05/2026,70,Returning Customer,Ontario,Accessories,14.84,5,Free Shipping,Mobile App,Debit Card,Standard,7,1,1,0,5,Medium,1,No,45,Yes
ORD-10154,31/05/2026,47,Discount Shopper,Prairies,Electronics,459.17,40,Percentage Discount,Social Commerce,Credit Card,Standard,6,3,4,2,2.9,Medium,6,No,30,Yes
ORD-10450,23/01/2026,47,Returning Customer,Atlantic Canada,Beauty,370.78,5,Bundle Offer,Social Commerce,Credit Card,Standard,4,5,0,0,3.6,Low,3,No,45,No
ORD-10093,21/04/2026,42,Discount Shopper,Ontario,Home & Kitchen,302.28,0,No Promotion,Website,Credit Card,Express,1,1,4,2,4,Low,2,Yes,60,Yes
ORD-10337,06/04/2026,35,Returning Customer,Alberta,Electronics,782.32,20,Bundle Offer,Marketplace,Credit Card,Standard,3,2,5,0,3.6,Medium,9,No,14,Yes
ORD-10272,30/04/2026,18,Returning Customer,Ontario,Electronics,699.18,25,Percentage Discount,Mobile App,PayPal,Standard,7,3,5,2,4.7,Low,2,No,30,No
